OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"128",{02376297-10F2-4BD8-B19B-A64FD98C867D},"5606",S LINDBERGH BLVD,ROXANNA DR,LINDBERGH @ ROXANNA SB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","3.320432","1.944696",None,no,"1",No,"3049","1","0","0",,"1",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:31:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3759219999999,38.5282110000001,ST. LOUIS COUNTY,Sunset Hills city
"129",{55EAF9C9-F979-43FF-869B-1ABAF6280D88},"5607",S LINDBERGH BLVD,CONCORD LN,LINDBERGH @ CONCORD SB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","0.972575","0.083332",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",Other,Requirements Met,MO,ST LOUIS COUNTY,-90.369966,38.526935,ST. LOUIS COUNTY,Sunset Hills city
"130",{76722773-0F4B-4D66-8B46-11797D9569EE},"5608",S LINDBERGH BLVD,HACKBERRY DR,LINDBERGH @ HACKBERRY SB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes Sholder compliant,"0","6.384259","8.116862",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",FS Stop Pole,None Location,MO,ST LOUIS COUNTY,-90.365761,38.52603,ST. LOUIS COUNTY,Green Park city
"131",{E9194981-3218-4421-9F5E-022304ADF3FD},"5609",S LINDBERGH BLVD,BAPTIST CHURCH RD,LINDBERGH @ BAPTIST CHURCH SB,NS,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","20.23266","19.31203",None,no,"0",No,"3049","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:31:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.362538,38.5253470000001,ST. LOUIS COUNTY,Green Park city
"132",{47A75E45-4B72-413D-A6BE-556FB31FD3B7},"5610",S LINDBERGH BLVD,CONCORD VILLAGE AVE,LINDBERGH @ CONCORD VILLAGE SB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No small,Yes Sholder compliant,"0","23.53538","5.232464",None,no,"1",No,"3049","1","0","0",,"1",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:31:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.358419,38.5244720000001,ST. LOUIS COUNTY,Green Park city
"133",{88B944AC-8E29-4301-9D80-7194DEF2BEAC},"5621",KINSWOOD LN,MARTIGNEY DR,KINSWOOD @ MARTIGNEY SB,NS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes Sholder compliant,"0","0","0.3053565",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.302853,38.4923440000001,ST. LOUIS COUNTY,Green Park city
"134",{AA2EB77D-B8EA-4D59-9D6E-1C375C63E252},"5624",KINSWOOD LN,SUNRISE HEIGHTS DR,KINSWOOD @ SUNRISE HEIGHTS EB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0.7097385","0.438094",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.29328,38.491362,ST. LOUIS COUNTY,Green Park city
"135",{CE481A76-7CEA-4A77-9A9A-4D06E80317C9},"5625",KINSWOOD LN,GATEWAY ACCESSIBLE HOUSING,KINSWOOD @ GATEWAY ACCESSIBLE HOUSING WB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes SW compliant,"0","1.116321","0.9349195",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.286598,38.488618,ST. LOUIS COUNTY,Green Park city
"136",{D7C2228C-8880-4591-ADD3-5380EB2A053D},"5626",KOCH RD,KINSWOOD LN,KOCH @ KINSWOOD SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","0.372835","1.301694",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.284253,38.487765,ST. LOUIS COUNTY,St. Louis city
"137",{80277C42-E136-462F-92BD-7EA0DD12AAD2},"5637",JEFFERSON DR,VETERANS HOSPITAL DRIVEWAY,JEFFERSON @ VETERANS HOSPITAL BUILDING 51,NS,YES,YES,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","28.81607","31.58418",None,no,"0",No,"3009","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:00.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.282025,38.4923420000001,ST. LOUIS COUNTY,St. Louis city
"138",{945086CD-3E8F-4BAE-8520-1072120733C2},"5638",KOCH RD,KINSWOOD LN,KOCH @ KINSWOOD NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","0.0454545","0",None,no,"1",No,"3009","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:00.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.284081,38.4882480000001,ST. LOUIS COUNTY,St. Louis city
"139",{2D4A4BF5-EEA1-4E8E-A763-3C1A7F940D7E},"5639",KINSWOOD LN,GATEWAY ACCESSIBLE HOUSING,KINSWOOD @ GATEWAY ACCESSIBLE HOUSING EB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes Sholder compliant,"0","1.141093","0.938959",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:00.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.2866509999999,38.488572,ST. LOUIS COUNTY,Green Park city
"140",{848E4658-A34A-44E6-B21E-8945616C6704},"5640",KINSWOOD LN,SUNRISE HEIGHTS DR,KINSWOOD @ SUNRISE HEIGHTS WB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0.035714","0.169047",None,no,"1","Yes, relocate nearside","3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move before guardrail,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.293141,38.4914200000001,ST. LOUIS COUNTY,Green Park city
"141",{30F93F57-CB61-4021-A84C-9E3360C400C4},"5643",KINSWOOD LN,MARTIGNEY DR,KINSWOOD @ MARTIGNEY NB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0.716701","0.135714",None,no,"1",No,"3009","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3027089999999,38.49249,ST. LOUIS COUNTY,Green Park city
"142",{B979E34D-A183-45F7-A78C-F039691CB0C2},"5658",S LINDBERGH BLVD,TESSON FERRY RD,LINDBERGH @ TESSON FERRY NB,FS,YES,YES,YES,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","7.982323","8.423547",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",High,rear exposure,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.355337,38.5240470000001,ST. LOUIS COUNTY,Green Park city
"143",{94BD56E6-DCD5-428F-9354-F38D028C117C},"5659",S LINDBERGH BLVD,SOUTHFIELD CENTER,LINDBERGH @ SOUTHFIELD CENTER NB,MB,YES,YES,NO,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","11.58601","12.80955",None,no,"0",No,"3049","0","0","0",,"1",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.35919,38.5248280000001,ST. LOUIS COUNTY,Green Park city
"144",{D45D445A-2BCA-4808-8F24-287D45985950},"5660",S LINDBERGH BLVD,BAPTIST CHURCH RD,LINDBERGH @ BAPTIST CHURCH NB,FS,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","11.13112","27.83118",None,no,"0",No,"3049","0","0","0",,"1",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.362241,38.5254790000001,ST. LOUIS COUNTY,Green Park city
"145",{21961443-656C-4D69-9038-B807772E25B6},"5661",S LINDBERGH BLVD,HACKBERRY DR,LINDBERGH @ HACKBERRY NB,NS,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","8.720557","8.239203",None,no,"0",No,"3049","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:02.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.365563,38.526193,ST. LOUIS COUNTY,Green Park city
"146",{E9327530-DE07-41ED-9AEA-7CE494EF17EA},"5662",S LINDBERGH BLVD,MIMOSA LN,LINDBERGH @ MIMOSA NB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0","0.832971",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:02.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",Other,Requirements Met,MO,ST LOUIS COUNTY,-90.3696859999999,38.527069,ST. LOUIS COUNTY,Sunset Hills city
"147",{5641A977-4055-4DAB-AC11-5F50CC053866},"5663",S LINDBERGH BLVD,ROXANNA DR,LINDBERGH @ ROXANNA NB,FS,YES,YES,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","2.261276","4.49852",None,no,"1",No,"3049","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:02.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.37594,38.528399,ST. LOUIS COUNTY,Sunset Hills city
"148",{967CC349-61C5-4CE4-AC61-1308E2DD8547},"5664",S LINDBERGH BLVD,SAPPINGTON RD,LINDBERGH @ SAPPINGTON NB,FS,YES,YES,NO,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,No poor condition,Yes Sholder compliant,"1","0.5711935","1.586095",None,no,"0",No,"3049","0","0","0",,"1",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:02.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",High,shelter,No,"$2,5000-$4,999",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.380872,38.5295810000001,ST. LOUIS COUNTY,Sunset Hills city
"149",{37F1CFB7-72E9-42E5-9D45-D96951BD24D8},"5665",S LINDBERGH BLVD,GRAVOIS RD,LINDBERGH @ GRAVOIS NB,NS,YES,YES,YES,NO,NO,SAINT LOUIS COUNTY,Assessment complete,"Yes, At street",nearside not midblock,Shelter,No poor condition,Yes Sholder compliant,"1","5.927655","6.723654",None,no,"0",No,"3049","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:02.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",High,shelter,No,"$2,5000-$4,999",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.383233,38.531688,ST. LOUIS COUNTY,Sunset Hills city
"150",{BD4BAEDB-9DD8-4E1D-90AD-AFA05EFF4C4B},"5666",S LINDBERGH BLVD,GRAVOIS RD,LINDBERGH @ GRAVOIS NB,FS,NO,NO,YES,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No poor condition,No Sholder Poor Condition,"2","3.098361","2.827778",None,no,"1",No,"3049","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move bus stop farside of gas stations driveway 60 feet,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",FS Stop Pole,FS Bus Stop,MO,ST LOUIS COUNTY,-90.38489,38.533331,ST. LOUIS COUNTY,Sunset Hills city
"151",{1FB24700-DF60-4738-A27C-D961437B12E5},"5668",S LINDBERGH BLVD,DENNY RD,LINDBERGH @ DENNY NB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0.090909","0.085144",None,no,"1",No,"3049","1","0","0",,"1",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:32:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.38863,38.5363330000001,ST. LOUIS COUNTY,Sunset Hills city
"152",{4609EEF0-3229-453E-A260-CD5842D393E2},"5714",LINDBERGH BLVD,GRABEN DR,LINDBERGH @ GRABEN NB,NS,NO,NO,NO,NO,YES,ST ANN,Assessment complete,No,,Same Side,No small,Yes SW compliant,"0","27.43215","15.19779",None,no,"1","Yes, reset","3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:08.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,Bench,"$1,000-$2,499",No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.406639,38.724255,ST. LOUIS COUNTY,Bridgeton city
"153",{0680B272-BE51-42CC-BA5F-BAD07257242D},"5717",N LINDBERGH BLVD,OLD ST CHARLES RD,LINDBERGH @ OLD ST. CHARLES NB,NS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","29.66186","11.36888",None,no,"1",No,"3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:09.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,Bench,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.404688,38.7304100000001,ST. LOUIS COUNTY,Bridgeton city
"154",{8F49CA9E-7CB0-43B5-8B99-05456D9E9B13},"5730",JAMES S MCDONNELL BLVD,BUILDING #221,MCDONNELL @ BUILDING 221 NB,MB,YES,YES,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,No SW Poor Condition,"3","2.659203","1.312611",None,no,"1",No,"3076","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:09.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.36742,38.763634,ST. LOUIS COUNTY,Hazelwood city
"155",{F96727BF-6A9D-4C97-8C50-F605AA36177D},"5761",LINDBERGH BLVD US HWY 67,4439 LINDBERGH,4439 LINDBERGH WB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No pad,Yes Sholder compliant,"0","0.501032","0.363333",None,no,"0",No,"3071","1","0","0",,"0",,"0",NS,,lightpole,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.274825,38.816989,ST. LOUIS COUNTY,Black Jack city
"156",{5734C125-C120-4A58-A521-BB4493F42257},"5771",LINDBERGH BLVD US HWY 67,6768 LINDBERGH,6768 LINDBERGH EB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.750144","4.957766",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.237179,38.8194100000001,ST. LOUIS COUNTY,Black Jack city
"157",{37448691-26A1-4F99-B504-33A8C8984703},"5774",LUSHER RD,NORMA LN,LUSHER @ NORMA NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.297391","0.195921",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.227456,38.804669,ST. LOUIS COUNTY,Black Jack city
"158",{7A32BD26-8473-4374-93F1-9BD589384160},"5776",LUSHER RD,POGGEMOELLER RD,LUSHER @ POGGEMOELLER NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0","0.04",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.228068,38.8001550000001,ST. LOUIS COUNTY,Black Jack city
"159",{53C01113-B496-4143-B823-F2EBD96C058D},"5779",PARKER RD,SAN RICARDO,PARKER @ SAN RICARDO EB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,"Yes, At street",Fontaine Ln FS,Opposite Side,No pad,No Sholder Narrow,"3","3.46903","6.883447",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2225569999999,38.794694,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"160",{D57090A1-28B8-4527-B334-21DC292457AB},"5780",PARKER RD,SAN RICARDO,1758 PARKER EB,MB,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","8.118656","8.558189",None,no,"1",No,"3078","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.219307,38.794582,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"161",{D7CCE719-9556-4C80-AD5C-7FC2120DDB01},"5785",BELLEFONTAINE RD,TRAMPE AVE,BELLEFONTAINE @ TRAMPE NB,NS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No pad,,"0","19.39308","21.95184",None,no,"1","Yes, reset","3075, 3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Remove stop from electric/ light pole and place on Metro breakaway pole in ground.,"4",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.215357,38.7897070000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"162",{34202ECD-F9CF-43D6-92E9-60C16DAD3E3E},"5786",BELLEFONTAINE RD,REDMAN BLVD,BELLEFONTAINE @ REDMAN NB,NS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","2.388553","3.892712",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.216885,38.785315,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"163",{5D75638E-BC20-44C0-AE0B-99239CF941F1},"5787",BELLEFONTAINE RD,DORIS DR,BELLEFONTAINE @ DORIS NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","0.546044","1.021275",None,no,"1",No,"3078","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.217834,38.782133,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"164",{66495E3B-F084-4C92-8D39-CFDDE6FA764E},"5788",BENHAM RD,PARKER RD,BENHAM @ PARKER SB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes Sholder compliant,"0","2.788807","11.34309",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.231481,38.793864,ST. LOUIS COUNTY,Black Jack city
"165",{5D812996-54EA-4913-BEAD-6B8825783CB9},"5792",CHRISTIAN HOSPITAL NE LOOP,PARKING LOT,CHRISTIAN HOSPITAL NORTHEAST LOOP,,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No pad,Yes SW compliant,"0","11.48121","12.20544",None,no,"0",No,"3075","0","0","0",,"0",,"0", ,,lightpole,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.239521,38.7757740000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"166",{FE611B61-2E3A-413F-BECB-387ED80819F4},"5851",UNIVERSITY PLACE DR,MARK TWAIN DR,UNIVERSITY PLACE @ MARK TWAIN WB,FS,YES,YES,NO,YES,YES,BELLERIVE,Assessment complete,No,,Light Pole,Yes,Yes SW compliant,"0","0.2599525","2.248058",None,no,"0",No,"3079","0","0","0",,"0",,"0",FS,,lightpole,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:32:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.308141,38.718288,ST. LOUIS COUNTY,Bellerive Acres city
